Time,Veh_Type,TollBoothID,Lane_Type,Veh_Dimensions,Trans_Amount,Amount_paid,Geo_location,Speed,Fraud_indicator
11/17/2023 3:00,SUV,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",71,Not Fraud
12/22/2023 5:15,Bus ,C-103,Regular,Large,330,115,"13.21331620748757, 77.55413526894684",86,Fraud
2/6/2023 7:30,Car,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",56,Not Fraud
3/12/2023 9:45,Motorcycle,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",79,Not Fraud
4/17/2023 12:00,Truck,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",64,Not Fraud
5/22/2023 14:15,Van,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",97,Not Fraud
6/27/2023 16:30,Sedan,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",69,Not Fraud
8/2/2023 18:45,SUV,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",94,Not Fraud
9/7/2023 21:00,Bus ,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",54,Not Fraud
10/13/2023 23:15,Car,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",81,Not Fraud
11/19/2023 1:30,Motorcycle,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",65,Not Fraud
12/24/2023 3:45,Truck,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",92,Not Fraud
2/7/2023 6:00,Van,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",50,Not Fraud
3/13/2023 8:15,Sedan,A-101,Regular,Medium,115,115,"13.21331620748757, 77.55413526894684",75,Not Fraud
4/18/2023 10:30,SUV,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",58,Not Fraud
5/23/2023 12:45,Bus ,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",89,Not Fraud
6/28/2023 15:00,Car,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",44,Not Fraud
8/3/2023 17:15,Motorcycle,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",78,Not Fraud
9/8/2023 19:30,Truck,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",67,Not Fraud
10/13/2023 21:45,Van,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",95,Not Fraud
11/18/2023 0:00,Sedan,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",55,Not Fraud
12/23/2023 2:15,SUV,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",80,Not Fraud
2/7/2023 4:30,Bus ,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",62,Not Fraud
3/13/2023 6:45,Car,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",87,Not Fraud
4/18/2023 9:00,Motorcycle,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",47,Not Fraud
5/23/2023 11:15,Truck,C-103,Regular,Large,330,115,"13.21331620748757, 77.55413526894684",73,Fraud
6/28/2023 13:30,Van,B-102,Express,Medium,125,90,"13.21331620748757, 77.55413526894684",68,Fraud
8/3/2023 15:45,Sedan,A-101,Regular,Medium,115,100,"13.21331620748757, 77.55413526894684",91,Fraud
9/8/2023 18:00,SUV,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",53,Not Fraud
10/13/2023 20:15,Bus ,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",82,Not Fraud
11/18/2023 22:30,Car,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",56,Not Fraud
12/24/2023 0:45,Motorcycle,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",84,Not Fraud
2/7/2023 3:00,Truck,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",69,Not Fraud
3/13/2023 5:15,Van,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",94,Not Fraud
4/18/2023 7:30,Sedan,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",49,Not Fraud
5/23/2023 9:45,SUV,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",76,Not Fraud
6/28/2023 12:00,Bus ,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",63,Not Fraud
8/3/2023 14:15,Car,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",88,Not Fraud
9/8/2023 16:30,Motorcycle,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",74,Not Fraud
10/13/2023 18:45,Truck,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",96,Not Fraud
11/18/2023 21:00,Van,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",61,Not Fraud
12/23/2023 23:15,Sedan,A-101,Regular,Medium,115,90,"13.21331620748757, 77.55413526894684",85,Fraud
2/7/2023 1:30,SUV,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",52,Not Fraud
3/13/2023 3:45,Bus ,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",79,Not Fraud
4/18/2023 6:00,Car,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",66,Not Fraud
5/23/2023 8:15,Motorcycle,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",90,Not Fraud
6/28/2023 10:30,Truck,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",48,Not Fraud
8/3/2023 12:45,Van,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",77,Not Fraud
9/8/2023 15:00,Sedan,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",60,Not Fraud
10/13/2023 17:15,SUV,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",83,Not Fraud
11/18/2023 19:30,Bus ,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",71,Not Fraud
12/23/2023 21:45,Car,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",97,Not Fraud
2/7/2023 0:00,Motorcycle,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",46,Not Fraud
3/13/2023 2:15,Truck,C-103,Regular,Large,330,125,"13.21331620748757, 77.55413526894684",81,Fraud
4/18/2023 4:30,Van,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",64,Not Fraud
5/23/2023 6:45,Sedan,A-101,Regular,Medium,115,60,"13.21331620748757, 77.55413526894684",93,Fraud
6/28/2023 9:00,SUV,B-102,Express,Large,145,90,"13.21331620748757, 77.55413526894684",57,Fraud
8/3/2023 11:15,Bus ,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",86,Not Fraud
9/6/2023 5:55,Bus ,A-101,Express,Large,350,350,"13.059816123454882, 77.77068662374292",65,Not Fraud
9/21/2023 21:20,Car,B-102,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",78,Not Fraud
10/10/2023 12:46,Motorcycle,D-104,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",53,Not Fraud
10/25/2023 4:11,Truck,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",92,Not Fraud
11/13/2023 19:36,Van,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",60,Not Fraud
11/28/2023 11:01,Sedan,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",105,Not Fraud
12/17/2023 2:26,SUV,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",70,Not Fraud
1/1/2023 17:51,Bus ,C-103,Regular,Large,350,160,"13.059816123454882, 77.77068662374292",88,Fraud
1/20/2023 9:17,Car,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",45,Not Fraud
2/5/2023 0:42,Motorcycle,D-104,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",72,Not Fraud
2/24/2023 16:07,Truck,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",58,Not Fraud
3/11/2023 7:32,Van,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",81,Not Fraud
3/26/2023 22:57,Sedan,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",67,Not Fraud
4/14/2023 14:23,SUV,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",98,Not Fraud
4/29/2023 5:48,Bus ,A-101,Express,Large,350,350,"13.059816123454882, 77.77068662374292",50,Not Fraud
5/18/2023 21:13,Car,B-102,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",75,Not Fraud
6/2/2023 12:38,Motorcycle,D-104,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",62,Not Fraud
6/21/2023 4:03,Truck,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",84,Not Fraud
7/6/2023 19:29,Van,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",55,Not Fraud
7/25/2023 10:54,Sedan,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",80,Not Fraud
8/9/2023 2:19,SUV,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",68,Not Fraud
8/28/2023 17:44,Bus ,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",90,Not Fraud
9/12/2023 9:09,Car,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",48,Not Fraud
10/1/2023 0:34,Motorcycle,D-104,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",77,Not Fraud
10/16/2023 15:59,Truck,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",63,Not Fraud
11/4/2023 7:24,Van,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",87,Not Fraud
11/19/2023 22:49,Sedan,A-101,Express,Medium,160,140,"13.059816123454882, 77.77068662374292",52,Fraud
12/8/2023 14:14,SUV,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",95,Not Fraud
12/23/2023 5:39,Bus ,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",73,Not Fraud
1/6/2023 21:04,Car,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",82,Not Fraud
1/24/2023 12:30,Motorcycle,D-104,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",57,Not Fraud
2/8/2023 3:55,Truck,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",96,Not Fraud
2/27/2023 19:20,Van,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",66,Not Fraud
3/14/2023 10:45,Sedan,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",89,Not Fraud
3/29/2023 2:10,SUV,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",51,Not Fraud
4/17/2023 17:35,Bus ,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",76,Not Fraud
5/2/2023 9:00,Car,A-101,Express,Small,120,0,"13.059816123454882, 77.77068662374292",61,Fraud
5/21/2023 0:26,Motorcycle,D-104,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",85,Not Fraud
6/5/2023 15:51,Truck,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",74,Not Fraud
6/24/2023 7:16,Van,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",93,Not Fraud
7/9/2023 22:41,Sedan,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",49,Not Fraud
7/29/2023 14:06,SUV,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",83,Not Fraud
8/13/2023 5:31,Bus ,C-103,Express,Large,350,90,"13.059816123454882, 77.77068662374292",59,Fraud
9/1/2023 20:57,Car,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",91,Not Fraud
9/17/2023 12:22,Motorcycle,D-104,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",71,Not Fraud
10/6/2023 3:47,Truck,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",86,Not Fraud
10/21/2023 19:12,Van,B-102,Express,Medium,140,120,"13.059816123454882, 77.77068662374292",56,Fraud
11/9/2023 10:37,Sedan,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",79,Not Fraud
11/24/2023 2:03,SUV,B-102,Express,Large,180,120,"13.059816123454882, 77.77068662374292",64,Fraud
12/13/2023 17:28,Bus ,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",97,Not Fraud
12/28/2023 8:53,Car,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",69,Not Fraud
1/5/2023 0:18,Motorcycle,D-104,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",94,Not Fraud
1/22/2023 15:44,Truck,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",54,Not Fraud
2/9/2023 7:09,Van,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",81,Not Fraud
2/24/2023 22:34,Sedan,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",65,Not Fraud
3/16/2023 14:59,SUV,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",92,Not Fraud
3/31/2023 6:24,Bus ,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",50,Not Fraud
4/19/2023 21:50,Car,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",75,Not Fraud
5/5/2023 13:15,Motorcycle,D-104,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",58,Not Fraud
5/24/2023 4:40,Truck,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",89,Not Fraud
6/8/2023 20:05,Van,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",44,Not Fraud
6/27/2023 11:30,Sedan,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",78,Not Fraud
7/12/2023 2:55,SUV,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",67,Not Fraud
7/31/2023 18:20,Bus ,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",95,Not Fraud
8/15/2023 9:46,Car,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",55,Not Fraud
9/3/2023 1:11,Motorcycle,D-104,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",80,Not Fraud
9/18/2023 16:36,Truck,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",62,Not Fraud
10/7/2023 8:01,Van,B-102,Regular,Medium,140,120,"13.059816123454882, 77.77068662374292",87,Fraud
10/22/2023 23:26,Sedan,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",47,Not Fraud
11/10/2023 14:51,SUV,B-102,Regular,Large,180,100,"13.059816123454882, 77.77068662374292",73,Fraud
11/25/2023 6:17,Bus ,C-103,Express,Large,350,120,"13.059816123454882, 77.77068662374292",68,Fraud
12/14/2023 21:42,Car,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",91,Not Fraud
12/30/2023 13:07,Motorcycle,D-104,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",53,Not Fraud
1/7/2023 4:32,Truck,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",82,Not Fraud
1/24/2023 20:57,Van,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",56,Not Fraud
2/11/2023 12:22,Sedan,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",84,Not Fraud
2/26/2023 3:48,SUV,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",69,Not Fraud
3/17/2023 19:13,Bus ,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",94,Not Fraud
4/2/2023 10:38,Car,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",49,Not Fraud
4/21/2023 2:03,Motorcycle,D-104,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",76,Not Fraud
5/6/2023 17:28,Truck,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",63,Not Fraud
5/26/2023 8:53,Van,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",88,Not Fraud
6/10/2023 0:19,Sedan,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",74,Not Fraud
6/29/2023 15:44,SUV,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",96,Not Fraud
7/14/2023 7:09,Bus ,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",61,Not Fraud
8/2/2023 22:34,Car,A-101,Regular,Small,120,100,"13.059816123454882, 77.77068662374292",85,Fraud
8/18/2023 14:59,Motorcycle,D-104,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",52,Not Fraud
9/6/2023 6:24,Truck,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",79,Not Fraud
9/21/2023 21:50,Van,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",66,Not Fraud
10/10/2023 13:15,Sedan,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",90,Not Fraud
10/25/2023 4:40,SUV,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",48,Not Fraud
11/13/2023 20:05,Bus ,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",77,Not Fraud
11/28/2023 11:30,Car,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",60,Not Fraud
12/17/2023 2:55,Motorcycle,D-104,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",83,Not Fraud
1/1/2023 18:20,Truck,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",71,Not Fraud
1/20/2023 9:46,Van,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",97,Not Fraud
2/5/2023 1:11,Sedan,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",46,Not Fraud
2/24/2023 16:36,SUV,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",81,Not Fraud
3/11/2023 8:01,Bus ,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",64,Not Fraud
3/26/2023 23:26,Car,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",93,Not Fraud
1/22/2023 23:57,Motorcycle,D-104,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",57,Not Fraud
2/7/2023 15:22,Truck,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",86,Not Fraud
2/26/2023 6:48,Van,B-102,Express,Medium,140,120,"13.059816123454882, 77.77068662374292",55,Fraud
3/13/2023 22:13,Sedan,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",82,Not Fraud
4/1/2023 13:38,SUV,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",63,Not Fraud
4/20/2023 5:03,Bus ,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",90,Not Fraud
5/5/2023 20:28,Car,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",48,Not Fraud
5/25/2023 11:54,Motorcycle,D-104,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",76,Not Fraud
6/9/2023 3:19,Truck,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",58,Not Fraud
6/28/2023 18:44,Van,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",87,Not Fraud
7/14/2023 10:09,Sedan,A-101,Express,Medium,160,120,"13.059816123454882, 77.77068662374292",67,Fraud
8/2/2023 1:34,SUV,B-102,Regular,Large,180,140,"13.059816123454882, 77.77068662374292",94,Fraud
8/17/2023 17:00,Bus ,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",71,Not Fraud
9/5/2023 8:25,Car,A-101,Regular,Small,120,0,"13.059816123454882, 77.77068662374292",89,Fraud
9/20/2023 23:50,Motorcycle,D-104,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",52,Not Fraud
10/9/2023 15:15,Truck,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",79,Not Fraud
10/24/2023 6:40,Van,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",66,Not Fraud
11/12/2023 22:05,Sedan,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",95,Not Fraud
11/28/2023 13:30,SUV,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",44,Not Fraud
12/17/2023 4:56,Bus ,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",78,Not Fraud
1/1/2023 20:21,Car,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",61,Not Fraud
1/20/2023 11:46,Motorcycle,D-104,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",85,Not Fraud
2/4/2023 3:11,Truck,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",49,Not Fraud
2/23/2023 18:36,Van,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",74,Not Fraud
3/11/2023 10:02,Sedan,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",69,Not Fraud
3/26/2023 1:27,SUV,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",92,Not Fraud
4/14/2023 16:52,Bus ,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",57,Not Fraud
4/29/2023 8:17,Car,A-101,Regular,Small,120,100,"13.059816123454882, 77.77068662374292",83,Fraud
5/18/2023 23:42,Motorcycle,D-104,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",68,Not Fraud
6/3/2023 15:07,Truck,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",96,Not Fraud
6/22/2023 6:33,Van,B-102,Express,Medium,140,120,"13.059816123454882, 77.77068662374292",46,Fraud
7/7/2023 21:58,Sedan,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",81,Not Fraud
7/26/2023 13:23,SUV,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",60,Not Fraud
8/10/2023 4:48,Bus ,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",88,Not Fraud
8/29/2023 20:13,Car,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",53,Not Fraud
9/14/2023 11:39,Motorcycle,D-104,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",77,Not Fraud
10/3/2023 3:04,Truck,C-103,Express,Large,350,160,"13.059816123454882, 77.77068662374292",64,Fraud
10/18/2023 18:29,Van,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",91,Not Fraud
11/6/2023 9:54,Sedan,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",50,Not Fraud
11/21/2023 1:19,SUV,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",75,Not Fraud
12/10/2023 16:44,Bus ,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",59,Not Fraud
12/25/2023 8:10,Car,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",84,Not Fraud
1/2/2023 23:35,Motorcycle,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",66,Not Fraud
1/20/2023 15:00,Truck,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",93,Not Fraud
2/4/2023 6:25,Van,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",45,Not Fraud
2/23/2023 21:50,Sedan,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",80,Not Fraud
3/11/2023 13:16,SUV,B-102,Express,Large,180,90,"13.059816123454882, 77.77068662374292",62,Fraud
3/26/2023 4:41,Bus ,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",86,Not Fraud
4/14/2023 20:06,Car,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",51,Not Fraud
4/30/2023 11:31,Motorcycle,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",73,Not Fraud
5/19/2023 2:56,Truck,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",56,Not Fraud
6/3/2023 18:22,Van,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",82,Not Fraud
6/22/2023 9:47,Sedan,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",70,Not Fraud
7/7/2023 1:12,SUV,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",97,Not Fraud
7/26/2023 16:37,Bus ,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",47,Not Fraud
8/11/2023 8:02,Car,A-101,Regular,Small,120,0,"13.059816123454882, 77.77068662374292",84,Fraud
8/30/2023 23:27,Motorcycle,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",65,Not Fraud
9/15/2023 14:53,Truck,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",92,Not Fraud
10/4/2023 6:18,Van,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",53,Not Fraud
10/19/2023 21:43,Sedan,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",79,Not Fraud
11/7/2023 13:08,SUV,B-102,Express,Large,180,120,"13.059816123454882, 77.77068662374292",61,Fraud
11/22/2023 4:33,Bus ,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",89,Not Fraud
12/11/2023 19:59,Car,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",44,Not Fraud
12/27/2023 11:24,Motorcycle,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",78,Not Fraud
1/5/2023 2:49,Truck,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",67,Not Fraud
1/22/2023 18:14,Van,B-102,Regular,Medium,140,120,"13.059816123454882, 77.77068662374292",95,Fraud
2/9/2023 9:39,Sedan,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",55,Not Fraud
2/24/2023 1:05,SUV,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",80,Not Fraud
3/15/2023 16:30,Bus ,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",62,Not Fraud
3/30/2023 7:55,Car,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",87,Not Fraud
4/18/2023 23:20,Motorcycle,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",47,Not Fraud
5/4/2023 14:45,Truck,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",73,Not Fraud
5/23/2023 6:10,Van,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",68,Not Fraud
6/7/2023 21:35,Sedan,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",91,Not Fraud
6/26/2023 13:01,SUV,B-102,Express,Large,180,90,"13.059816123454882, 77.77068662374292",52,Fraud
7/11/2023 4:26,Bus ,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",82,Not Fraud
7/30/2023 19:51,Car,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",56,Not Fraud
8/15/2023 11:16,Motorcycle,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",84,Not Fraud
9/3/2023 2:41,Truck,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",69,Not Fraud
9/18/2023 18:06,Van,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",94,Not Fraud
10/7/2023 9:32,Sedan,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",49,Not Fraud
10/22/2023 0:57,SUV,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",76,Not Fraud
11/10/2023 16:22,Bus ,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",63,Not Fraud
11/25/2023 7:47,Car,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",88,Not Fraud
12/14/2023 23:12,Motorcycle,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",74,Not Fraud
12/30/2023 14:38,Truck,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",96,Not Fraud
